,Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
55,2019-05-15,14.3125,14.3125,14.2425,14.26025,-0.04075,14.26911,14.0,48.0,,,
56,2019-05-14,14.3625,14.3625,14.3625,14.301,-0.07725,14.3625,1.0,47.0,,,
57,2019-05-13,14.3225,14.43,14.3025,14.37825,0.17875,14.36847,18.0,40.0,,,
58,2019-05-10,,,,14.1995,-0.19425,,,40.0,,,
59,2019-05-09,14.4775,14.4775,14.4275,14.39375,-0.0415,14.44,7.0,41.0,,,
60,2019-05-08,14.4625,14.4625,14.3925,14.43525,-0.105,14.4303,33.0,45.0,60.0,,
61,2019-05-07,,,,14.54025,0.01075,,,45.0,,,
62,2019-05-06,,,,14.5295,0.09425,,,45.0,,,
63,2019-05-03,14.445,14.48,14.445,14.43525,-0.17925,14.4625,20.0,45.0,,,
64,2019-05-02,,,,14.6145,0.106,,,45.0,,,
65,2019-05-01,,,,14.5085,0.12,,,45.0,,,
66,2019-04-30,14.3825,14.3825,14.3825,14.3885,-0.026,14.3825,4.0,41.0,,,
67,2019-04-29,14.41,14.41,14.41,14.4145,-0.05725,14.41,4.0,45.0,,,
68,2019-04-26,14.49,14.49,14.385,14.47175,-0.0525,14.43,18.0,61.0,,,
69,2019-04-25,14.5075,14.6275,14.495,14.52425,-0.01075,14.54533,30.0,73.0,,,
70,2019-04-24,14.435,14.435,14.435,14.535,0.162,14.435,2.0,75.0,,,
71,2019-04-23,14.3075,14.41,14.295,14.373,0.123,14.31938,12.0,67.0,,,
72,2019-04-22,,,,14.25,,,,67.0,,,
73,2019-04-18,,,,14.15425,0.05475,,,67.0,,,
74,2019-04-17,14.0625,14.0625,14.055,14.0995,-0.02975,14.06,9.0,68.0,,,
75,2019-04-16,14.1625,14.1825,14.1325,14.12925,-0.005,14.16383,15.0,75.0,,,
76,2019-04-15,14.065,14.1425,14.065,14.13425,0.05475,14.10375,2.0,74.0,,,
77,2019-04-12,14.0525,14.06,14.0275,14.0795,-0.03475,14.04982,14.0,82.0,,,
78,2019-04-11,14.0225,14.15,13.9825,14.11425,0.07925,14.05278,36.0,57.0,,,
79,2019-04-10,14.05,14.05,14.05,14.035,-0.14425,14.05,1.0,58.0,,,
80,2019-04-09,14.13,14.2,14.1275,14.17925,-0.0355,14.1425,5.0,54.0,,,
81,2019-04-08,14.22,14.22,14.22,14.21475,0.03025,14.22,4.0,50.0,,,
82,2019-04-05,14.235,14.235,14.1575,14.1845,-0.04525,14.19102,22.0,31.0,,,
83,2019-04-04,14.2975,14.2975,14.2175,14.22975,-0.0355,14.27219,8.0,36.0,,,
84,2019-04-03,14.27,14.27,14.2425,14.26525,-0.07675,14.25625,2.0,36.0,,,
85,2019-04-02,14.365,14.365,14.21,14.342,0.05125,14.30391,16.0,47.0,,,
86,2019-04-01,14.4825,14.4825,14.36,14.29075,-0.28125,14.38417,12.0,56.0,,,
87,2019-03-29,14.6925,14.6925,14.575,14.572,-0.1555,14.599,5.0,90.0,32.0,,
88,2019-03-28,14.8025,14.8725,14.755,14.7275,-0.02175,14.79955,33.0,47.0,32.0,,
89,2019-03-27,14.6075,14.75,14.605,14.74925,0.188,14.68972,27.0,67.0,,,
90,2019-03-26,14.465,14.5575,14.465,14.56125,0.079,14.50882,19.0,68.0,,,
91,2019-03-25,14.5725,14.58,14.445,14.48225,-0.1645,14.54361,9.0,73.0,,,
92,2019-03-22,14.445,14.6425,14.445,14.64675,0.284,14.55297,59.0,70.0,,,
93,2019-03-21,14.3225,14.3775,14.295,14.36275,0.02075,14.33583,12.0,80.0,,,
94,2019-03-20,14.675,14.6775,14.325,14.342,-0.2725,14.48096,39.0,89.0,,,
95,2019-03-19,14.545,14.6425,14.545,14.6145,0.01075,14.58132,36.0,68.0,,,
96,2019-03-18,14.5875,14.635,14.5875,14.60375,0.03175,14.60029,34.0,34.0,,,
97,2019-03-15,14.4375,14.4375,14.4375,14.4195,-0.1155,14.4375,2.0,84.0,,,
98,2019-03-14,14.45,14.49,14.45,14.535,0.105,14.46542,6.0,80.0,,,
99,2019-03-13,14.395,14.4075,14.34,14.43,0.07775,14.39146,24.0,83.0,,,25.0
100,2019-03-12,14.3025,14.3375,14.2725,14.35225,0.0205,14.31232,28.0,84.0,,,
101,2019-03-11,14.385,14.385,14.355,14.33175,-0.10875,14.38179,14.0,71.0,,,
102,2019-03-08,14.5775,14.595,14.435,14.4405,-0.13675,14.4985,20.0,81.0,,,
103,2019-03-07,14.2725,14.5775,14.2725,14.57725,0.2915,14.41469,57.0,39.0,,,
104,2019-03-06,14.225,14.275,14.215,14.28575,0.10125,14.23375,10.0,40.0,,,
105,2019-03-05,14.24,14.24,14.1675,14.1845,-0.07075,14.21042,6.0,38.0,,,
106,2019-03-04,14.2525,14.27,14.235,14.25525,0.01525,14.2525,13.0,29.0,,,
107,2019-03-01,14.105,14.175,14.105,14.24,0.12075,14.13975,10.0,24.0,,,
108,2019-02-28,14.0025,14.12,14.0025,14.11925,0.177,14.06347,36.0,60.0,,,
109,2019-02-27,13.9175,13.9825,13.9175,13.94225,0.0725,13.95,6.0,61.0,,,
110,2019-02-26,13.885,13.91,13.86,13.86975,0.0145,13.899,20.0,55.0,,,
111,2019-02-25,13.9825,13.9825,13.85,13.85525,-0.17,13.89206,34.0,82.0,,,
112,2019-02-22,14.03,14.0375,13.99,14.02525,-0.0395,14.03357,14.0,95.0,,,
113,2019-02-21,14.0625,14.09,13.9275,14.06475,0.0395,14.01348,61.0,109.0,30.0,,
114,2019-02-20,14.09,14.4075,14.0075,14.02525,-0.05925,14.25493,72.0,76.0,30.0,,17.0
115,2019-02-19,14.1925,14.225,14.0525,14.0845,-0.06475,14.11685,23.0,70.0,,,
116,2019-02-18,14.125,14.125,14.125,14.14925,0.0,14.125,5.0,75.0,,,
117,2019-02-15,14.19,14.2275,14.1325,14.14925,-0.03525,14.17789,32.0,92.0,,,
118,2019-02-14,14.075,14.305,14.0725,14.1845,0.105,14.19,63.0,120.0,,,
119,2019-02-13,13.8,14.115,13.8,14.0795,0.25775,13.98179,63.0,125.0,,,
120,2019-02-12,13.805,13.845,13.8025,13.82175,-0.0575,13.81031,16.0,135.0,,,
121,2019-02-11,13.6575,13.8925,13.6575,13.87925,0.218,13.79147,29.0,127.0,,,
122,2019-02-08,13.7025,13.7325,13.665,13.66125,-0.01875,13.69137,42.0,118.0,,,
123,2019-02-07,13.6025,13.7325,13.6025,13.68,0.056,13.68038,53.0,113.0,,,
124,2019-02-06,13.5225,13.635,13.5225,13.624,0.19675,13.6046,31.0,119.0,,,
125,2019-02-05,13.45,13.485,13.4325,13.42725,-0.04975,13.44559,34.0,95.0,,,
126,2019-02-04,13.395,13.4925,13.395,13.477,0.09,13.42125,10.0,91.0,,,
127,2019-02-01,13.36,13.42,13.36,13.387,0.04475,13.38375,8.0,85.0,,,
128,2019-01-31,13.3975,13.4425,13.3175,13.34225,-0.0535,13.39007,37.0,78.0,,,
129,2019-01-30,13.6625,13.71,13.56,13.39575,-0.31225,13.63375,22.0,88.0,,,
130,2019-01-29,13.7425,13.76,13.6625,13.708,-0.0425,13.69444,27.0,83.0,,,
131,2019-01-28,13.7625,13.7875,13.7625,13.7505,0.05175,13.775,2.0,84.0,,,
132,2019-01-25,13.7625,13.81,13.685,13.69875,-0.10375,13.73295,28.0,84.0,,,
133,2019-01-24,13.895,13.8975,13.755,13.8025,-0.1105,13.85774,21.0,78.0,,,
134,2019-01-23,14.0425,14.0425,13.9225,13.913,-0.1615,13.93983,15.0,67.0,,,
135,2019-01-22,13.9725,14.0225,13.9425,14.0745,0.11775,13.9905,5.0,66.0,,,
136,2019-01-21,13.97,13.97,13.945,13.95675,0.0,13.95667,3.0,66.0,,,
137,2019-01-18,13.8225,13.95,13.8175,13.95675,0.14925,13.91,16.0,80.0,,,
138,2019-01-17,13.815,13.885,13.76,13.8075,0.043,13.82946,14.0,79.0,,,
139,2019-01-16,13.8475,13.8475,13.7875,13.7645,-0.09075,13.83679,7.0,84.0,,,
140,2019-01-15,13.8725,13.92,13.87,13.85525,-0.01925,13.89208,12.0,88.0,,,
141,2019-01-14,14.02,14.0425,13.92,13.8745,-0.087,14.01182,265.0,55.0,,,
142,2019-01-11,13.985,13.985,13.985,13.9615,0.0,13.985,5.0,60.0,,,
143,2019-01-10,13.99,14.0025,13.95,13.9615,0.00475,13.97421,19.0,72.0,,,
144,2019-01-09,,,,13.95675,-0.108,,,72.0,,,
145,2019-01-08,14.0725,14.1425,14.0725,14.06475,0.04925,14.08708,18.0,80.0,,,
146,2019-01-07,14.075,14.075,13.955,14.0155,-0.05425,14.06192,13.0,72.0,,,
147,2019-01-04,14.3375,14.3375,14.0725,14.06975,-0.3395,14.19688,12.0,65.0,,,
148,2019-01-03,14.66,14.66,14.4025,14.40925,-0.12575,14.51917,15.0,53.0,,,
149,2019-01-02,14.57,14.6675,14.5325,14.535,,14.59853,39.0,45.0,,,
150,2018-12-31,14.56,14.56,14.5025,14.519,-0.04225,14.54022,23.0,42.0,,,
151,2018-12-28,14.58,14.58,14.5075,14.56125,-0.09625,14.56313,12.0,31.0,,,
152,2018-12-27,14.61,14.6775,14.61,14.6575,-0.0755,14.65909,11.0,20.0,,,
153,2018-12-26,14.7125,14.7175,14.7125,14.733,,14.71588,20.0,19.0,,,
154,2018-12-24,14.705,14.7125,14.665,14.81475,-0.0055,14.70083,18.0,18.0,,,
155,2018-12-21,14.485,14.8375,14.485,14.82025,0.317,14.63398,71.0,33.0,,,
156,2018-12-20,14.5325,14.58,14.3425,14.50325,-0.037,14.46302,29.0,36.0,,,
157,2018-12-19,14.4775,14.5725,14.28,14.54025,0.016,14.46375,26.0,37.0,,,
158,2018-12-18,14.54,14.5425,14.44,14.52425,-0.06375,14.4891,25.0,43.0,,,
159,2018-12-17,14.535,14.535,14.535,14.588,0.02675,14.535,1.0,42.0,,,
160,2018-12-14,,,,14.39875,0.20925,,,123.0,,,
161,2018-12-13,14.1225,14.215,14.1225,14.1895,0.07525,14.19277,29.0,125.0,,,
162,2018-12-12,14.3375,14.3375,14.1,14.11425,-0.2175,14.27321,28.0,123.0,,,7.0
163,2018-12-11,14.3775,14.4175,14.275,14.33175,-0.0775,14.34459,43.0,109.0,,,
164,2018-12-10,14.12,14.4675,14.12,14.40925,0.20975,14.3755,5.0,107.0,,,
165,2018-12-07,14.0475,14.2075,13.9775,14.1995,0.07025,14.11536,14.0,106.0,,,
166,2018-12-06,13.94,14.215,13.9325,14.12925,0.24525,14.09424,36.0,102.0,,,
167,2018-12-05,13.86,13.88,13.775,13.884,0.01925,13.84931,58.0,74.0,,,
168,2018-12-04,13.65,13.8575,13.5725,13.86475,0.138,13.69562,72.0,78.0,,,
169,2018-12-03,13.7375,13.7425,13.6425,13.72675,-0.18625,13.70591,33.0,79.0,,,
170,2018-11-30,13.6725,13.9375,13.6725,13.913,0.2425,13.83069,29.0,83.0,,,
171,2018-11-29,13.7225,13.7225,13.6475,13.6705,-0.12725,13.67057,22.0,91.0,,,
172,2018-11-28,14.0025,14.0025,13.775,13.79775,-0.1785,13.87297,16.0,86.0,,,
173,2018-11-27,13.88,14.0075,13.8425,13.97625,0.039,13.9147,50.0,88.0,,,
174,2018-11-26,13.8025,13.9225,13.7975,13.93725,0.0435,13.81979,12.0,96.0,,,
175,2018-11-23,13.81,13.9125,13.81,13.89375,-0.058,13.87232,28.0,111.0,,,
176,2018-11-22,13.9575,13.985,13.755,13.95175,0.0,13.84974,49.0,111.0,,,
177,2018-11-21,14.1425,14.1425,13.8775,13.95175,-0.2025,14.03783,23.0,95.0,,,
178,2018-11-20,14.0925,14.1725,14.0875,14.15425,0.06975,14.12078,51.0,114.0,,,
179,2018-11-19,14.0775,14.0975,14.01,14.0845,0.0345,14.05343,54.0,129.0,,,
180,2018-11-16,14.25,14.295,14.015,14.05,-0.1395,14.13961,45.0,129.0,,,
181,2018-11-15,14.3275,14.3975,14.2625,14.1895,-0.225,14.29959,80.0,95.0,,,
182,2018-11-14,14.495,14.495,14.3375,14.4145,-0.16275,14.44662,34.0,106.0,,,
183,2018-11-13,14.4325,14.565,14.43,14.57725,0.074,14.51023,55.0,117.0,,,
184,2018-11-12,14.4525,14.495,14.43,14.50325,0.094,14.44548,21.0,109.0,,,
185,2018-11-09,14.2,14.46,14.1975,14.40925,0.17425,14.30464,42.0,107.0,,,
186,2018-11-08,14.045,14.1275,14.02,14.235,0.29275,14.05864,11.0,103.0,,,
187,2018-11-07,14.11,14.11,13.99,13.94225,-0.26725,14.04154,47.0,94.0,,,
188,2018-11-06,14.2425,14.2425,14.2425,14.2095,-0.01025,14.2425,1.0,93.0,,,
189,2018-11-05,14.445,14.4625,14.26,14.21975,-0.148,14.34808,26.0,96.0,,,
190,2018-11-02,14.4325,14.4325,14.385,14.36775,-0.15125,14.40971,52.0,85.0,,,
191,2018-11-01,14.755,14.755,14.5475,14.519,-0.29575,14.65331,43.0,103.0,,,
192,2018-10-31,14.7475,14.9,14.7475,14.81475,0.09275,14.79036,7.0,102.0,,,
193,2018-10-30,14.7825,14.7825,14.6875,14.722,-0.0435,14.74984,16.0,114.0,,,
194,2018-10-29,14.6525,14.68,14.5325,14.7655,0.027,14.58793,29.0,98.0,,,
195,2018-10-26,14.7075,14.78,14.68,14.7385,0.0595,14.72952,31.0,96.0,,,
196,2018-10-25,14.715,14.7275,14.6175,14.679,0.01625,14.68936,47.0,77.0,,,
197,2018-10-24,14.35,14.655,14.28,14.66275,0.336,14.52053,38.0,89.0,,,
198,2018-10-23,14.515,14.5175,14.325,14.32675,-0.119,14.43528,36.0,89.0,,,
199,2018-10-22,14.4,14.4475,14.3725,14.44575,-0.0785,14.40675,20.0,84.0,,,
200,2018-10-19,14.475,14.5575,14.4575,14.52425,-0.03175,14.48583,9.0,79.0,,,
201,2018-10-18,14.365,14.505,14.3425,14.556,0.2755,14.43581,31.0,70.0,,,
202,2018-10-17,14.3,14.3,14.2625,14.2805,0.005,14.29179,7.0,68.0,,,
203,2018-10-16,14.4725,14.4725,14.345,14.2755,-0.165,14.38156,24.0,75.0,,,
204,2018-10-15,14.575,14.5825,14.455,14.4405,-0.233,14.5625,18.0,65.0,,,
205,2018-10-12,14.6075,14.6075,14.555,14.6735,-0.07575,14.57016,16.0,67.0,,,
206,2018-10-11,14.8425,14.85,14.695,14.74925,-0.13725,14.77123,51.0,76.0,,,
207,2018-10-10,14.6775,14.905,14.6525,14.8865,0.159,14.74065,50.0,72.0,17.0,,
208,2018-10-09,14.98,15.1825,14.815,14.7275,-0.22575,15.03542,71.0,60.0,,,
209,2018-10-08,15.0075,15.02,14.955,14.95325,0.05,14.99364,11.0,65.0,5.0,,
210,2018-10-05,14.96,14.9875,14.8375,14.90325,-0.12875,14.93852,22.0,51.0,22.0,,
211,2018-10-04,14.8475,14.93,14.7775,15.032,0.2935,14.82572,45.0,52.0,,,
212,2018-10-03,14.51,14.6,14.51,14.7385,0.23525,14.56433,26.0,41.0,,,
213,2018-10-02,14.4625,14.5225,14.4575,14.50325,0.151,14.47639,18.0,46.0,,,
214,2018-10-01,14.32,14.37,14.2925,14.35225,0.05625,14.32724,19.0,62.0,,,
215,2018-09-28,14.2875,14.37,14.2875,14.296,0.07125,14.30896,12.0,74.0,,,
216,2018-09-27,14.3525,14.3525,14.1875,14.22475,-0.0865,14.27741,27.0,74.0,,,
217,2018-09-26,14.5025,14.5025,14.2825,14.31125,-0.213,14.38697,38.0,75.0,,,
218,2018-09-25,14.54,14.5925,14.535,14.52425,0.04725,14.55563,4.0,75.0,,,
219,2018-09-24,14.3925,14.5475,14.3925,14.477,0.0105,14.47282,31.0,71.0,,,
220,2018-09-21,14.415,14.4475,14.3525,14.4665,0.02075,14.41185,31.0,76.0,,,6.0
221,2018-09-20,14.65,14.675,14.465,14.44575,-0.3635,14.59152,46.0,81.0,,,
222,2018-09-19,14.925,14.9275,14.8075,14.80925,-0.22275,14.89406,40.0,85.0,,,
223,2018-09-18,15.0725,15.0725,15.0725,15.032,-0.051,15.0725,2.0,85.0,,,
224,2018-09-17,15.0925,15.0925,15.0775,15.083,-0.0285,15.07972,18.0,103.0,,,
225,2018-09-14,14.785,14.785,14.7825,14.92525,0.165,14.78375,2.0,129.0,,,
226,2018-09-13,14.9325,14.9325,14.6525,14.76025,-0.20425,14.78053,38.0,102.0,,,
227,2018-09-12,15.1075,15.1175,14.935,14.9645,-0.15275,15.01331,63.0,118.0,,,10.0
228,2018-09-11,15.045,15.19,15.045,15.11725,-0.09775,15.12337,75.0,149.0,,,
229,2018-09-10,15.27,15.3275,15.2225,15.215,-0.27075,15.27875,36.0,145.0,,,
230,2018-09-07,15.355,15.355,15.0975,15.48575,0.107,15.21634,41.0,133.0,,,
231,2018-09-06,15.435,15.485,15.325,15.37875,-0.107,15.41604,36.0,130.0,,,
232,2018-09-05,15.2925,15.635,15.2925,15.48575,0.11875,15.56032,55.0,151.0,,,
233,2018-09-04,15.02,15.2625,15.02,15.367,0.6395,15.17541,43.0,140.0,,,
234,2018-09-03,,,,14.7275,0.0,,,140.0,,,
235,2018-08-31,14.74,14.765,14.7075,14.7275,-0.02175,14.73942,56.0,119.0,,,
236,2018-08-30,14.4175,14.8625,14.4175,14.74925,0.3245,14.71225,10.0,116.0,,,
237,2018-08-29,14.48,14.48,14.37,14.42475,0.2,14.45094,16.0,126.0,,,
238,2018-08-28,14.2,14.26,14.0025,14.22475,0.02025,14.15966,51.0,137.0,,,
239,2018-08-27,14.2775,14.3775,14.1525,14.2045,-0.12725,14.2381,46.0,173.0,,,
240,2018-08-24,14.4625,14.4625,14.235,14.33175,-0.1295,14.35894,120.0,142.0,,,
241,2018-08-23,14.305,14.465,14.2775,14.46125,0.2415,14.35862,78.0,125.0,,,
242,2018-08-22,14.415,14.415,14.225,14.21975,-0.21025,14.32012,41.0,122.0,,,
243,2018-08-21,14.5,14.51,14.335,14.43,-0.222,14.44716,586.0,201.0,,,
244,2018-08-20,14.745,14.7675,14.5675,14.652,-0.06475,14.63083,57.0,153.0,,,
245,2018-08-17,14.715,15.0325,14.7125,14.71675,-0.131,14.89678,166.0,166.0,,,
246,2018-08-16,14.6175,14.8825,14.4075,14.84775,0.244,14.63954,87.0,225.0,,,
247,2018-08-15,14.4375,14.64,14.4375,14.60375,0.28225,14.53784,22.0,215.0,,,
248,2018-08-14,14.3325,14.36,14.175,14.3215,-0.30375,14.28455,111.0,228.0,,,
249,2018-08-13,15.195,15.3575,14.375,14.62525,0.43075,14.8622,160.0,217.0,,,
250,2018-08-10,13.7825,14.2,13.7825,14.1945,0.44875,13.96842,46.0,206.0,,,
251,2018-08-09,13.445,13.74,13.445,13.74575,0.30025,13.62917,3.0,205.0,,,
252,2018-08-08,13.39,13.5,13.37,13.4455,0.04525,13.40971,17.0,193.0,,,
253,2018-08-07,13.3925,13.425,13.37,13.40025,-0.095,13.40703,16.0,202.0,,,
254,2018-08-06,13.49,13.49,13.4875,13.49525,0.11275,13.48833,3.0,203.0,,,
255,2018-08-03,13.555,13.555,13.3675,13.3825,-0.14025,13.46472,9.0,209.0,,,
256,2018-08-02,13.4175,13.525,13.4175,13.52275,0.22925,13.47458,6.0,205.0,,,
257,2018-08-01,13.3825,13.3825,13.255,13.2935,0.114,13.31344,16.0,208.0,,,
258,2018-07-31,13.1625,13.2775,13.1625,13.1795,-0.06125,13.21611,9.0,214.0,,,
259,2018-07-30,13.2475,13.2475,13.235,13.24075,-0.066,13.24125,2.0,214.0,,,
260,2018-07-27,13.3175,13.3375,13.22,13.30675,0.0045,13.28571,7.0,215.0,,,
261,2018-07-26,13.195,13.32,13.195,13.30225,0.05725,13.26375,18.0,220.0,,,
262,2018-07-25,13.38,13.38,13.255,13.245,-0.1375,13.31969,16.0,212.0,20.0,,
263,2018-07-24,13.415,13.4325,13.3975,13.3825,-0.21825,13.41625,6.0,210.0,,,
264,2018-07-23,13.6075,13.655,13.5625,13.60075,0.1055,13.62987,19.0,218.0,15.0,,
265,2018-07-20,13.6475,13.6475,13.51,13.49525,-0.152,13.60611,9.0,213.0,15.0,,
266,2018-07-19,13.37,13.6275,13.37,13.64725,0.28275,13.53296,71.0,147.0,,,
267,2018-07-18,13.3775,13.455,13.3525,13.3645,-0.0045,13.39867,66.0,123.0,30.0,,
268,2018-07-17,13.3275,13.37,13.315,13.369,0.049,13.33658,49.0,142.0,,,
269,2018-07-16,13.3175,13.3575,13.28,13.32,-0.067,13.33172,48.0,169.0,20.0,,
270,2018-07-13,13.3925,13.47,13.385,13.387,-0.03575,13.41383,30.0,177.0,60.0,,
271,2018-07-12,13.6375,13.6375,13.35,13.42275,-0.21975,13.45081,37.0,185.0,40.0,,
272,2018-07-11,13.485,13.655,13.485,13.6425,0.22425,13.56313,48.0,180.0,60.0,,
273,2018-07-10,13.49,13.6025,13.49,13.41825,-0.068,13.51125,18.0,197.0,50.0,,
274,2018-07-09,13.5625,13.5625,13.465,13.48625,-0.096,13.49609,78.0,244.0,25.0,,
275,2018-07-06,13.6975,13.7225,13.6025,13.58225,-0.09775,13.64899,52.0,246.0,25.0,,
276,2018-07-05,13.785,13.785,13.6375,13.68,-0.19925,13.70102,64.0,257.0,,,
277,2018-07-04,13.7825,13.86,13.7775,13.87925,0.0,13.82021,24.0,252.0,,,
278,2018-07-03,13.96,13.96,13.8125,13.87925,-0.13125,13.88344,16.0,266.0,,,
279,2018-07-02,13.88,14.0325,13.87,14.0105,0.14075,13.98783,61.0,295.0,,,
280,2018-06-29,13.865,13.9325,13.8275,13.86975,-0.06275,13.85375,42.0,298.0,,,
281,2018-06-28,14.095,14.095,13.9375,13.9325,-0.1075,14.02213,20.0,291.0,,,
282,2018-06-27,13.695,14.06,13.695,14.04,0.3695,13.968,15.0,292.0,,,
283,2018-06-26,13.705,13.7375,13.6275,13.6705,-0.06575,13.70163,26.0,293.0,,,
284,2018-06-25,13.6225,13.625,13.5925,13.73625,0.14475,13.60031,8.0,299.0,,,
285,2018-06-22,13.725,13.73,13.5675,13.5915,-0.12125,13.66191,34.0,294.0,,,
286,2018-06-21,13.8475,13.8475,13.7175,13.71275,-0.06125,13.77273,11.0,297.0,,,
287,2018-06-20,13.835,13.8375,13.7275,13.774,-0.13425,13.78396,24.0,279.0,,,
288,2018-06-19,13.9525,14.0525,13.895,13.90825,0.07225,13.9406,113.0,278.0,,,
