Business_Week,Platinum_Change,Platinum_Settle,Platinum_Volume,Platinum_Prev. Day Open Interest,Date,Open Interest,Money Manager Shorts,Money Manager Longs,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2012-04-18, 2012-04-24]",0.0,1565.3600000000001,25.2,58.2,2012-04-24,43282.0,7361.0,17108.0,3160.0,18162.0,0.0,131.753125,838339.6,1808492.8,-0.301,79.5112,18618.8,,44614.6,0.006249999999999999,7.8976500000000005,,,6169.8
"[2012-04-25, 2012-05-01]",0.0,1563.4599999999998,1.4,5.6,2012-05-01,44623.0,7444.0,18632.0,3471.0,19075.0,0.0,132.003125,964793.6,1852893.4,-0.391,78.9304,18560.0,,45151.2,-0.08725,7.8095,,,6016.2
"[2012-05-02, 2012-05-08]",0.0,1530.52,0.0,39445.0,2012-05-08,45985.0,9198.0,18875.0,3573.0,18729.0,0.0,132.515625,951389.2,1838559.2,0.914,79.52900000000001,22315.0,,45914.2,0.15125,7.844150000000001,,,6247.8
"[2012-05-09, 2012-05-15]",0.0,1468.3200000000002,0.0,40518.0,2012-05-15,48529.0,11340.0,19678.0,4006.0,18793.0,0.0,133.1125,1092625.2,1901864.6,1.531,80.60419999999999,33093.0,,49835.2,0.39875000000000005,8.1562,,,6662.2
"[2012-05-16, 2012-05-22]",0.0,1450.8200000000002,0.0,41741.2,2012-05-22,50846.0,13724.0,19924.0,4434.0,18371.0,0.0,133.5875,1192519.6,1962288.4,0.26800000000000007,81.4736,35554.8,,64991.8,-0.019,8.337,,,7605.6
"[2012-05-23, 2012-05-29]",0.0,1420.9750000000001,0.0,42516.25,2012-05-29,52728.0,13920.0,21041.0,5039.0,19878.0,0.0,133.734375,1739720.25,2111742.0,0.933,82.46979999999999,27103.0,,76957.2,0.0505,8.4031,,,8375.6
"[2012-05-30, 2012-06-05]",0.0,1423.96,10059.2,69756.4,2012-06-05,54131.0,14456.0,21417.0,4745.0,20569.0,0.0,135.00625,467714.8,1961697.0,0.332,82.95240000000001,34582.8,,79214.6,0.09025000000000001,8.529399999999999,,,8057.4
"[2012-06-06, 2012-06-12]",0.0,1447.7799999999997,8676.0,46537.8,2012-06-12,54325.0,13586.0,22359.0,4707.0,21209.0,0.0,134.315625,22902.4,1829138.0,-0.464,82.4088,32423.4,,119673.8,-0.034,8.392750000000001,,,7959.6
"[2012-06-13, 2012-06-19]",0.0,1481.24,9149.0,46504.0,2012-06-19,56498.0,13080.0,21963.0,5373.0,22422.0,0.0,134.48125,10165.0,1812356.6,-0.595,81.8716,17416.8,,54713.6,-0.17725000000000002,8.370800000000001,53.0,,6799.0
"[2012-06-20, 2012-06-26]",0.0,1440.56,11417.2,41530.6,2012-06-26,51353.0,13393.0,23481.0,3558.0,20489.0,0.0,133.484375,686426.8,1593445.8,0.8049999999999999,82.397,19111.8,,54852.4,0.20575,8.48565,,,1201.0
"[2012-06-27, 2012-07-03]",0.0,1437.8999999999999,3756.2,39987.2,2012-07-03,50674.0,12510.0,23980.0,3800.0,20848.0,0.0,133.7,877245.4,1776584.4,-0.667,82.28999999999999,24594.4,,65351.4,-0.34875,8.35145,,,1055.4
"[2012-07-04, 2012-07-10]",0.0,1448.0,9.0,47541.75,2012-07-10,49655.0,12450.0,23584.0,3687.0,21227.0,0.0,134.37109375,735110.75,1794149.25,1.687,83.057,21093.4,,64468.2,0.10675,8.27175,,,3601.0
"[2012-07-11, 2012-07-17]",0.0,1420.8600000000001,0.6,46843.6,2012-07-17,50773.0,13554.0,23432.0,3888.0,21280.0,0.0,134.63125,710946.2,1813093.4,-0.39100000000000007,83.4794,19280.4,,66654.4,-0.03425000000000002,8.3247,,,5615.0
"[2012-07-18, 2012-07-24]",0.0,1402.6799999999998,2.0,47427.8,2012-07-24,51837.0,14054.0,23462.0,3690.0,21825.0,0.0,134.890625,751330.8,1792873.4,0.9770000000000001,83.5418,19439.0,,68558.0,0.34575,8.3872,,,6668.6
"[2012-07-25, 2012-07-31]",0.0,1407.42,2890.0,68482.0,2012-07-31,53113.0,14548.0,22808.0,3506.0,22688.0,0.0,134.721875,962185.4,1754312.4,-1.435,82.9686,23416.2,,68308.0,-0.28049999999999997,8.31095,,,4692.8
"[2012-08-01, 2012-08-07]",0.0,1403.1600000000003,7166.6,61896.6,2012-08-07,54391.0,14529.0,23098.0,3617.0,23544.0,0.0,134.075,900018.2,1685917.2,-0.45999999999999985,82.7258,22733.4,,65128.8,-0.11075000000000002,8.26935,,,5999.8
"[2012-08-08, 2012-08-14]",0.0,1402.9599999999998,6818.6,53096.2,2012-08-14,55248.0,15666.0,22762.0,3669.0,23158.0,0.0,133.4875,754176.2,1655394.0,0.277,82.5586,15762.8,,63064.6,0.006749999999999999,8.16045,,,7237.8
"[2012-08-15, 2012-08-21]",0.0,1462.1,13306.4,53942.6,2012-08-21,57585.0,11709.0,27074.0,3190.0,25721.0,0.0,132.5125,911725.0,1645215.4,-0.607,82.4422,17184.8,,61935.8,0.08149999999999999,8.3022,,,7230.6
"[2012-08-22, 2012-08-28]",0.0,1541.8799999999999,9543.8,53413.4,2012-08-28,58013.0,8683.0,28755.0,2894.0,26876.0,0.0,133.66875,987216.0,1580121.4,-0.5389999999999999,81.5062,17373.8,,66486.2,0.14,8.3824,,,3832.0
"[2012-08-29, 2012-09-04]",0.0,1532.2,9634.0,52919.0,2012-09-04,59176.0,7815.0,29700.0,2382.0,27906.0,0.0,134.30859375,749345.5,1625283.25,-0.06500000000000003,81.405,12958.2,,65431.6,-0.008999999999999987,8.433200000000001,,,1621.0
"[2012-09-05, 2012-09-11]",0.0,1593.8200000000002,11476.6,50568.8,2012-09-11,61708.0,5584.0,29789.0,3098.0,29566.0,0.0,134.059375,24447.4,1569663.8,-1.48,80.53620000000001,22550.0,,83146.8,-0.2445,8.2584,,,2517.4
"[2012-09-12, 2012-09-18]",0.0,1670.3399999999997,18569.2,53149.0,2012-09-18,64341.0,3434.0,31077.0,2653.0,31141.0,0.0,133.478125,7424.8,1586639.6,-0.993,79.09740000000001,15014.2,,56061.0,-0.01974999999999999,8.26415,65.0,,1933.0
"[2012-09-19, 2012-09-25]",0.0,1631.1399999999999,16240.4,44778.2,2012-09-25,63681.0,3300.0,33035.0,3047.0,34145.0,0.0,132.94375,615913.6,1592031.0,0.48100000000000004,79.38080000000001,15993.0,,35676.2,-0.00875,8.350150000000001,,,878.8
"[2012-09-26, 2012-10-02]",0.0,1662.0,3636.0,46484.8,2012-10-02,66418.0,2975.0,35792.0,2723.0,35478.0,0.0,133.56875,835564.0,1671620.0,0.22199999999999998,79.8608,18186.2,,47299.0,0.1685,8.39615,,,862.4
"[2012-10-03, 2012-10-09]",0.0,1700.2599999999998,27.4,58659.2,2012-10-09,72099.0,3072.0,38081.0,3386.0,36870.0,0.0,133.278124,680798.2,1679850.4,0.239,79.72459999999998,16937.2,,45320.4,0.37975000000000003,8.758199999999999,,,992.8
"[2012-10-10, 2012-10-16]",0.0,1659.1200000000001,15.6,61885.2,2012-10-16,72329.0,2653.0,37798.0,3244.0,37451.0,0.0,133.196875,816622.6,1681554.0,-0.6050000000000001,79.7774,16708.4,,43759.2,-0.03899999999999999,8.814249999999998,,,1254.8
"[2012-10-17, 2012-10-23]",0.0,1621.0,10.6,61667.4,2012-10-23,66781.0,3519.0,37390.0,2839.0,36796.0,0.0,132.1875,956903.4,1670643.8,0.6159999999999999,79.59760000000001,18118.4,,46343.0,0.03125,8.7374,,,1581.0
"[2012-10-24, 2012-10-30]",0.0,1551.4199999999998,1332.8,70695.4,2012-10-30,66284.0,4659.0,34998.0,3497.0,36619.0,0.0,132.459375,794026.4,1700254.2,-0.093,80.1188,17308.6,,42102.6,-0.125,8.7538,,,1639.6
"[2012-10-31, 2012-11-06]",0.0,1559.2199999999998,8054.2,114690.4,2012-11-06,65437.0,4212.0,30822.0,3901.0,36129.0,0.0,132.896875,868400.0,1709291.8,0.7280000000000001,80.4728,20996.0,,40274.4,-0.034,8.741200000000001,,,1656.8
"[2012-11-07, 2012-11-13]",0.0,1558.8600000000001,9684.6,112816.0,2012-11-13,65754.0,4868.0,29579.0,4211.0,36153.0,0.0,133.856249,986509.8,1723096.2,0.42500000000000004,81.0194,22043.8,,38060.8,0.15125000000000002,8.7611,,,1320.8
"[2012-11-14, 2012-11-20]",0.0,1576.7,7525.2,111707.6,2012-11-20,62587.0,4604.0,28776.0,2810.0,35363.0,0.0,133.95625,868800.6,1825809.2,-0.13999999999999996,81.09400000000001,21439.8,,38430.8,0.0745,8.918299999999999,,,1109.8
"[2012-11-21, 2012-11-27]",0.0,1607.625,7621.5,111035.75,2012-11-27,65325.0,4306.0,31567.0,3372.0,36133.0,0.0,133.49609375,873239.0,1824988.75,-0.5700000000000001,80.5728,14564.6,,38861.0,-0.037500000000000006,8.93325,,,1845.2
"[2012-11-28, 2012-12-04]",0.0,1606.4999999999998,9337.4,111048.0,2012-12-04,64713.0,4241.0,32728.0,2169.0,36418.0,0.0,134.034375,652558.8,1777957.0,-0.796,80.04639999999999,19290.0,,37851.4,-0.052749999999999984,8.852500000000001,,,2183.2
"[2012-12-05, 2012-12-11]",0.0,1611.04,11349.0,107758.0,2012-12-11,68609.0,3437.0,35228.0,2251.0,36538.0,0.0,134.146875,27589.8,1723593.8,0.41999999999999993,80.1606,22457.8,,61963.8,-0.1355,8.6985,204.5,,2304.4
"[2012-12-12, 2012-12-18]",0.0,1615.1799999999998,12568.6,95258.4,2012-12-18,68305.0,2686.0,36706.0,1707.0,37107.0,0.0,133.171875,11295.2,1713516.2,-0.5409999999999999,79.6618,15892.2,,36896.4,-0.21350000000000002,8.61005,,,1805.8
"[2012-12-19, 2012-12-25]",0.0,1552.725,15916.25,64238.5,2012-12-24,64410.0,3530.0,32758.0,2811.0,34717.0,0.0,132.4609375,432890.0,1621652.0,0.43200000000000005,79.57,13222.0,,34022.5,0.11349999999999999,8.632,,,2823.5
"[2012-12-26, 2013-01-01]",0.0,1530.7000000000003,5658.5,23374.25,2012-12-31,61467.0,4531.0,32603.0,2849.0,33048.0,0.0,132.7890625,362970.75,1597673.25,0.16699999999999998,79.76975,13054.75,,43262.0,-0.1095,8.599187500000001,,,3168.0
"[2013-01-02, 2013-01-08]",0.0,1566.28,264.6,1850.8,2013-01-08,66564.0,5208.0,34147.0,3502.0,34086.0,0.0,131.74375,995393.2,1680628.4,0.497,80.3774,28927.0,,42875.8,0.06325,8.6413,,,4824.8
"[2013-01-09, 2013-01-15]",0.0,1640.7599999999998,86.8,354.6,2013-01-15,73418.0,1972.0,36518.0,5054.0,37646.0,0.0,131.996875,1031466.8,1755713.0,-0.613,79.8954,31071.2,,44189.2,0.223,8.774,,,5688.8
"[2013-01-16, 2013-01-22]",0.0,1690.125,35.25,114.0,2013-01-22,72304.0,2187.0,40284.0,3338.0,37233.0,0.0,132.14453125,1040738.25,1842931.0,0.141,79.954,21428.8,,45646.2,0.0375,8.91475,,,2373.2
"[2013-01-23, 2013-01-29]",0.0,1681.4,50.6,100.0,2013-01-29,76561.0,2569.0,43507.0,3694.0,38755.0,0.0,131.675,1327603.4,1923434.2,-0.349,79.86179999999999,21251.8,,43492.0,0.18075,9.10165,,,2475.2
"[2013-01-30, 2013-02-05]",0.0,1690.0399999999997,1.6,26262.4,2013-02-05,83909.0,2874.0,45404.0,3971.0,40801.0,0.0,131.2625,1729317.2,1992694.8,-0.09100000000000005,79.3586,33499.0,,53836.4,-0.22624999999999998,8.9605,,,4137.2
"[2013-02-06, 2013-02-12]",0.0,1716.6800000000003,2.8,68801.4,2013-02-12,87186.0,1791.0,44350.0,4331.0,41691.0,0.0,131.64375,1105772.6,2019453.0,0.6299999999999999,80.1784,30724.0,,50893.4,0.05949999999999999,8.947700000000001,,,3910.6
"[2013-02-13, 2013-02-19]",0.0,1702.85,2.75,69527.0,2013-02-19,84327.0,1097.0,42213.0,5138.0,41539.0,0.0,131.3984375,1211949.5,2075374.25,0.382,80.4804,21365.8,,47114.8,-0.0435,8.87405,,,3383.4
"[2013-02-20, 2013-02-26]",0.0,1621.2400000000002,6.2,66706.0,2013-02-26,73221.0,1213.0,34855.0,4283.0,37949.0,0.0,132.06875,1960381.0,2189328.0,1.395,81.60159999999999,42123.6,,63154.4,-0.027750000000000004,8.89805,,,3524.4
"[2013-02-27, 2013-03-05]",0.0,1580.1599999999999,1.2,61354.6,2013-03-05,70828.0,1962.0,32667.0,4784.0,38245.0,0.0,132.734375,519590.2,2132684.4,0.20699999999999996,82.08699999999999,29224.6,,75597.2,0.19875,9.0298,,,4543.2
"[2013-03-06, 2013-03-12]",0.0,1593.0000000000002,0.0,57750.0,2013-03-12,71323.0,3164.0,31358.0,4493.0,37265.0,0.0,131.803126,49084.4,2113339.8,0.44799999999999995,82.5072,32129.2,,123629.2,0.11425,9.1283,47.0,,5566.8
"[2013-03-13, 2013-03-19]",0.0,1580.58,0.0,53755.4,2013-03-19,70658.0,5067.0,29645.0,4854.0,36826.0,0.0,132.165626,26386.0,2127735.2,-0.02100000000000002,82.58579999999999,20228.4,,59894.4,0.08800000000000002,9.2378,20.0,,6526.2
"[2013-03-20, 2013-03-26]",0.0,1577.94,0.0,39924.2,2013-03-26,68440.0,6314.0,30689.0,6856.0,37917.0,0.0,131.518746,1134461.2,2104392.4,0.10000000000000002,82.8102,19782.6,,68047.0,-0.028500000000000004,9.40565,,,3145.6
"[2013-03-27, 2013-04-02]",0.0,1579.8,1398.0,10971.25,2013-04-02,66782.0,6709.0,31659.0,4586.0,37260.0,0.0,132.05469,967486.75,2187763.25,0.31999999999999995,83.14425,19518.0,,87662.5,0.0017500000000000085,9.3246875,,,3699.0
"[2013-04-03, 2013-04-09]",0.0,1535.76,61.2,94.4,2013-04-09,67945.0,9985.0,32038.0,6986.0,34945.0,0.0,132.815626,1302946.2,2207881.0,-0.678,82.70840000000001,27039.8,,88735.4,-0.336,9.1568,,,4302.0
"[2013-04-10, 2013-04-16]",0.0,1486.78,11.6,53.0,2013-04-16,67399.0,9625.0,29630.0,8175.0,34183.0,0.0,132.790628,1132836.2,2229087.6,-0.5910000000000002,82.33900000000001,29881.4,,84323.2,0.19874999999999998,9.09175,,,3095.0
"[2013-04-17, 2013-04-23]",0.0,1427.82,3.8,46.6,2013-04-23,67949.0,10744.0,29927.0,7688.0,33685.0,0.0,133.074998,1117400.6,2238034.8,1.363,82.8656,32973.6,,74874.6,0.0875,9.284699999999999,,,3891.0
"[2013-04-24, 2013-04-30]",0.0,1475.76,1.8,14.6,2013-04-30,69411.0,9329.0,31684.0,8213.0,35483.0,0.0,133.284376,909711.0,2257618.0,-1.3789999999999998,82.48920000000001,27819.6,,73413.6,-0.258,9.11455,,,3426.4
"[2013-05-01, 2013-05-07]",0.0,1492.2,0.0,47421.8,2013-05-07,70080.0,9756.0,31575.0,8302.0,34787.0,0.0,133.081252,1049280.2,2238815.6,0.528,82.14239999999998,29600.2,,69558.8,0.05550000000000001,9.03485,,,3890.4
"[2013-05-08, 2013-05-14]",0.0,1498.86,0.2,59443.6,2013-05-14,69781.0,9293.0,32996.0,8636.0,35071.0,0.0,132.253124,1412993.4,2288706.8,1.3780000000000001,83.027,34340.6,,70333.8,0.19600000000000004,9.154050000000002,,,4889.6
"[2013-05-15, 2013-05-21]",0.0,1477.46,0.0,58498.4,2013-05-21,68199.0,11265.0,30978.0,9419.0,32449.0,0.0,131.978126,1527473.8,2329532.2,0.242,83.97340000000001,41143.0,,88495.8,0.3115,9.4389,,,4939.4
"[2013-05-22, 2013-05-28]",0.0,1459.725,0.0,57293.0,2013-05-28,68178.0,12101.0,30974.0,8986.0,31769.0,0.0,131.0585925,2448390.75,2408439.5,0.21700000000000008,83.99,43021.2,,92800.0,0.20449999999999996,9.64245,,,3834.8
"[2013-05-29, 2013-06-04]",0.0,1476.96,9399.6,89366.8,2013-06-04,67490.0,10154.0,31301.0,8411.0,30831.0,0.0,130.393752,1211324.8,2357529.2,-1.37,83.1326,42592.8,,88981.4,0.06749999999999999,9.9514,,,3543.6
"[2013-06-05, 2013-06-11]",0.0,1505.86,12441.2,60476.8,2013-06-11,67831.0,9362.0,31861.0,7755.0,31950.0,0.0,130.246876,55808.6,2165500.2,-1.692,81.71400000000001,67527.4,,102034.4,0.1885,10.03125,,,4722.6
"[2013-06-12, 2013-06-18]",0.0,1450.34,12565.6,56613.8,2013-06-18,66423.0,12378.0,31387.0,7866.0,29116.0,0.0,130.20625,22835.4,2112832.2,-0.37699999999999995,80.76775,27531.5,,68853.0,-0.15499999999999997,9.98515,145.0,,4898.6
"[2013-06-19, 2013-06-25]",0.0,1367.36,20096.2,49414.4,2013-06-25,65838.0,13834.0,31142.0,8213.0,28596.0,0.0,126.98124599999998,1554273.2,2118807.6,1.205,82.5115,48050.25,,51967.0,0.09575,10.279250000000001,,,3656.4
"[2013-06-26, 2013-07-02]",0.0,1342.26,4401.8,49000.2,2013-07-02,65062.0,14418.0,32009.0,9158.0,28308.0,0.0,126.5,1154870.2,2117842.0,0.964,83.3546,30421.4,,53187.6,-0.1315,10.087050000000001,,,3899.2
"[2013-07-03, 2013-07-09]",0.0,1349.45,15.5,59480.25,2013-07-09,65619.0,14620.0,31849.0,9939.0,28485.0,0.0,125.44922,1106769.0,2179330.75,1.0170000000000001,84.1572,34329.4,,60457.4,0.028249999999999997,10.22325,,,3898.0
"[2013-07-10, 2013-07-16]",0.0,1409.48,21.2,58231.8,2013-07-16,65488.0,12913.0,31422.0,10181.0,28593.0,0.0,126.15625,989238.2,2178650.8,-2.144,83.229,39108.4,,67885.0,-0.16125,10.041599999999999,,,2097.4
"[2013-07-17, 2013-07-23]",0.0,1428.7400000000002,12.8,57119.4,2013-07-23,68182.0,11987.0,33158.0,10547.0,29748.0,0.0,126.984374,858562.8,2148925.2,-0.597,82.57260000000001,31174.8,,63192.8,-0.1755,9.91875,,,1248.6
"[2013-07-24, 2013-07-30]",0.0,1440.68,1078.0,69787.4,2013-07-30,69199.0,10775.0,35646.0,10149.0,30634.0,0.0,126.47187799999999,886302.8,2245041.6,-0.121,81.9798,29513.0,,61731.2,0.0845,9.864350000000002,,,3426.4
"[2013-07-31, 2013-08-06]",0.0,1440.1,8942.8,85486.8,2013-08-06,69784.0,9369.0,35895.0,9967.0,30945.0,0.0,126.21875,1181498.2,2347219.8,-0.261,81.9076,40707.0,,65575.2,0.12825000000000003,9.952499999999999,,,4171.0
"[2013-08-07, 2013-08-13]",0.0,1485.7800000000002,11239.2,64521.8,2013-08-13,74789.0,6096.0,35800.0,10742.0,34356.0,0.0,126.518748,898985.0,2309704.6,0.15699999999999997,81.34179999999999,28386.4,,72732.0,0.019999999999999993,9.922,,,4295.4
"[2013-08-14, 2013-08-20]",0.0,1519.92,8709.8,64351.0,2013-08-20,77389.0,4960.0,37993.0,10656.0,35425.0,0.0,125.20937800000002,1130425.4,2333887.4,-0.8810000000000001,81.2904,27323.8,,74189.4,0.16575,10.11135,,,3858.2
"[2013-08-21, 2013-08-27]",0.0,1535.48,8658.8,66427.6,2013-08-27,74924.0,4205.0,38469.0,10556.0,36987.0,0.0,124.92500199999999,1398621.6,2323949.6,0.26599999999999996,81.35740000000001,30587.8,,72759.6,0.23600000000000002,10.33565,,,2556.4
"[2013-08-28, 2013-09-03]",0.0,1531.9500000000003,10803.25,65683.75,2013-09-03,74941.0,3797.0,38505.0,8780.0,37848.0,0.0,125.191405,1202327.75,2215630.25,1.201,82.0306,28409.6,,70877.0,-0.07024999999999999,10.324850000000001,,,2557.8
"[2013-09-04, 2013-09-10]",0.0,1485.9199999999998,10337.0,61926.0,2013-09-10,69218.0,4411.0,36913.0,7251.0,35886.0,0.0,124.0875,49362.6,2148988.0,-0.5820000000000001,82.131,33351.8,,77669.4,-0.34450000000000003,10.105599999999999,932.0,,3458.0
"[2013-09-11, 2013-09-17]",0.0,1444.8600000000001,12239.2,56107.0,2013-09-17,66257.0,5166.0,34324.0,6915.0,34773.0,0.0,124.809376,16314.4,2081691.6,-0.7469999999999999,81.38325,20279.25,,67854.25,-0.24674999999999997,9.8985,51.0,,4009.0
"[2013-09-18, 2013-09-24]",0.0,1435.1,15418.6,51024.0,2013-09-24,62912.0,5507.0,34609.0,6685.0,32838.0,0.0,125.878124,495774.8,1949750.6,-0.605,80.5314,27492.2,,52033.0,0.02724999999999997,9.892900000000001,,,1993.2
"[2013-09-25, 2013-10-01]",0.0,1408.8400000000001,7286.0,45137.0,2013-10-01,62958.0,8218.0,34264.0,6805.0,32714.0,0.0,126.246874,991639.0,1945960.4,-0.44,80.40619999999998,19805.8,,54045.2,0.291,10.1728,,,2571.0
"[2013-10-02, 2013-10-08]",0.0,1388.56,66.8,58208.4,2013-10-08,64916.0,10860.0,33730.0,7767.0,31830.0,0.0,126.343748,882880.0,1949838.0,-0.118,80.04260000000001,15903.4,,55417.0,-0.15275,10.115400000000001,,,2391.4
"[2013-10-09, 2013-10-15]",0.0,1380.96,18.6,58488.6,2013-10-15,65196.0,10582.0,31895.0,7756.0,32672.0,0.0,126.028128,853675.4,1995605.6,0.42899999999999994,80.4614,18977.6,,55337.0,-0.050749999999999997,10.02415,,,1688.8
"[2013-10-16, 2013-10-22]",0.0,1429.0800000000002,36.4,56394.2,2013-10-22,64970.0,8855.0,31931.0,7206.0,33018.0,0.0,126.87187200000001,1022461.6,2121137.6,-1.271,79.8098,17729.2,,52041.0,-0.24625,9.88805,,,1713.2
"[2013-10-23, 2013-10-29]",0.0,1454.34,6.0,54899.6,2013-10-29,64440.0,5410.0,32604.0,6501.0,33182.0,0.0,127.590626,714740.2,2189827.4,0.37999999999999995,79.3592,13521.6,,53173.8,0.15125,9.88455,,,2165.2
"[2013-10-30, 2013-11-05]",0.0,1457.28,9009.0,106339.6,2013-11-05,64960.0,3198.0,32972.0,5992.0,34651.0,0.0,127.040626,1095180.4,2204519.8,1.117,80.4674,21259.6,,48350.0,0.346,10.17445,,,3180.2
"[2013-11-06, 2013-11-12]",0.0,1447.8200000000002,8841.4,106565.0,2013-11-12,64969.0,2986.0,32029.0,4977.0,35473.0,0.0,126.421876,982653.4,2267838.6,0.46499999999999986,81.0504,25344.4,,43079.6,0.13425,10.3844,,,2379.4
"[2013-11-13, 2013-11-19]",0.0,1429.1799999999998,8794.6,105756.8,2013-11-19,63006.0,4927.0,30935.0,4810.0,32884.0,0.0,126.750002,926402.6,2302620.6,-0.5079999999999999,80.9074,16518.4,,42474.6,-0.20274999999999999,10.243849999999998,,,3535.0
"[2013-11-20, 2013-11-26]",0.0,1384.7399999999998,9052.0,105861.4,2013-11-26,63738.0,9945.0,29484.0,5468.0,30439.0,0.0,126.606252,1624932.6,2439846.6,-0.10600000000000004,80.92640000000002,20068.8,,42911.2,-0.07025,10.151349999999999,,,4674.8
"[2013-11-27, 2013-12-03]",0.0,1356.0249999999999,10849.5,107060.25,2013-12-03,63849.0,13159.0,29408.0,5593.0,27885.0,0.0,126.4843725,518761.5,2435302.25,-0.02000000000000003,80.7422,13383.8,,45270.2,0.20550000000000002,10.279900000000001,,,3320.8
"[2013-12-04, 2013-12-10]",0.0,1370.6,10387.2,101345.0,2013-12-10,64847.0,14030.0,30302.0,5276.0,28205.0,0.0,125.821876,54428.0,2414914.2,-0.6539999999999999,80.2576,23748.0,,49404.8,0.01075000000000001,10.4044,,,3004.4
"[2013-12-11, 2013-12-17]",0.0,1363.44,10456.4,85435.2,2013-12-17,66669.0,15316.0,29522.0,6093.0,30250.0,0.0,125.659374,14154.0,2248059.6,0.08100000000000002,80.09075,16424.5,,55339.0,-0.01249999999999999,10.372250000000001,43.0,,4065.0
"[2013-12-18, 2013-12-24]",0.0,1331.44,12876.0,52369.0,2013-12-24,66071.0,16105.0,28862.0,7654.0,28421.0,0.0,124.13750399999999,295200.6,2169127.8,0.4600000000000001,80.6154,20722.2,,41259.2,-0.008249999999999987,10.48735,,,2664.0
"[2013-12-25, 2013-12-31]",0.0,1368.45,3927.5,16335.25,2013-12-31,64120.0,14781.0,29470.0,7517.0,29562.0,0.0,123.05859749999999,303257.5,2166689.25,-0.464,80.3755,13276.5,,43877.75,0.15075,10.58525,,,2405.0
"[2014-01-01, 2014-01-07]",0.0,1409.9499999999998,48.5,1850.5,2014-01-07,63132.0,9768.0,29080.0,6907.0,31603.0,0.0,123.38672,628047.25,2213900.0,0.19199999999999998,80.88225,22724.5,,45223.75,-0.026250000000000002,10.770125,,,1614.75
"[2014-01-08, 2014-01-14]",0.0,1427.6799999999998,24.6,611.8,2014-01-14,62918.0,6122.0,29164.0,5689.0,34621.0,0.0,123.89687599999999,1107444.8,2228268.6,-0.22400000000000003,80.8836,27309.0,,45604.8,0.14725,10.87465,,,1613.6
"[2014-01-15, 2014-01-21]",0.0,1440.4250000000002,12.5,80.75,2014-01-21,63909.0,5194.0,29749.0,4436.0,36642.0,0.0,124.2578125,860480.5,2203135.25,0.47,81.223,19072.6,,45155.4,-0.002999999999999989,10.962599999999998,,,1769.2
"[2014-01-22, 2014-01-28]",0.0,1435.3600000000001,15.8,35.6,2014-01-28,64765.0,4863.0,31320.0,4124.0,36707.0,0.0,124.740624,1363332.4,2281825.4,-0.5690000000000001,80.72800000000001,20826.2,,48839.2,0.1975,11.1137,,,2062.6
"[2014-01-29, 2014-02-04]",0.0,1384.1599999999999,2.2,11316.8,2014-02-04,65378.0,7013.0,30051.0,4450.0,34814.0,0.0,125.878124,1519724.6,2371603.6,0.5670000000000001,81.10220000000001,20809.4,,48562.4,0.031000000000000028,11.25425,,,2276.0
"[2014-02-05, 2014-02-11]",0.0,1380.52,1.0,57250.4,2014-02-11,67112.0,8792.0,30370.0,5072.0,34571.0,0.0,125.79375,1207174.2,2384627.0,-0.52,80.86399999999999,21607.4,,47069.4,-0.10800000000000001,11.13495,,,2275.6
"[2014-02-12, 2014-02-18]",5.6,1418.725,0.75,58441.75,2014-02-18,67532.0,7423.0,31600.0,5518.0,35909.0,0.03125,125.648435,1001084.0,2394934.0,-0.6579999999999999,80.30460000000001,16504.6,,48055.6,-0.1325,10.9588,,,2119.0
"[2014-02-19, 2014-02-25]",42.1,1428.8799999999999,0.2,58320.6,2014-02-25,68681.0,7430.0,32697.0,5376.0,38530.0,1.0625,125.628126,1306605.8,2409162.8,0.11900000000000002,80.23240000000001,15974.0,,50133.6,-0.14975,10.92495,,,1939.4
"[2014-02-26, 2014-03-04]",62.0,1450.16,0.0,58071.6,2014-03-04,70925.0,5459.0,35267.0,7039.0,41317.0,1.8125,126.2,876872.8,2510328.4,0.01800000000000007,80.15240000000001,22260.2,,50240.0,0.026249999999999996,10.8159,,,2143.4
"[2014-03-05, 2014-03-11]",44.9,1477.16,0.0,56877.8,2014-03-11,75844.0,4130.0,38263.0,6429.0,44292.0,1.046875,125.4625,29357.8,2402654.0,-0.448,79.80160000000001,23537.8,,55700.2,0.07899999999999997,10.746300000000002,,,3042.2
"[2014-03-12, 2014-03-18]",32.400000000000006,1470.5,0.0,51205.2,2014-03-18,76963.0,5359.0,40264.0,6071.0,44932.0,1.4375,126.018748,10097.4,2427211.4,-0.399,79.50619999999999,18492.2,,59941.0,-0.13349999999999998,10.79095,49.0,,3679.0
"[2014-03-19, 2014-03-25]",43.2,1434.42,5.2,45152.2,2014-03-25,73059.0,4651.0,38058.0,5587.0,37947.0,1.265625,124.06875,645728.6,2418740.8,0.5439999999999999,80.1828,21974.4,80.22,50668.2,-0.011999999999999983,10.9953,15.0,1.6503,2166.0
